%  columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=688273, Fri Nov 27 13:46:08 2015
1 150 0.110200380061 0.421799002396 0.110200380061 0.421799002396 1 1 1 1 1
2 300 0.377382730502 0.659228461754 0.377382730502 0.659228461754 0.520647480071 0.582424690866 0.681213441084 0.881788929929 1.7742897767
3 450 0.337558044492 0.710646267616 0.337558044492 0.710646267616 0.478286025083 0.533245489295 0.703852774455 0.982078989823 1.73982868582
4 600 0.054387603971 0.664960943691 0.054387603971 0.664960943691 0.457359170585 0.588112009871 0.730701606966 1.14279721974 1.61401255542
5 750 -0.183254863904 -0.178172256647 0.0698429836905 0.810611554378 0.362583079458 0.532867441662 0.754973850558 1.3610713817 1.47040299884
6 900 0.0256319730019 0.911498841712 0.0256319730019 0.911498841712 0.240744368799 0.575567694677 0.835916485577 1.19361647476 1.57711360341
7 1050 -0.0681641362295 -0.0256319589565 0.0380409974157 0.933496456685 0.218738510055 0.604323099343 0.813843535284 1.20681118739 1.57105458654
8 1200 0.221280649804 0.946107112639 0.221280649804 0.946107112639 0.190680315211 0.456983932942 0.755209557064 1.05611282636 1.75188210943
9 1350 0.241311417554 0.959075723882 0.241311417554 0.959075723882 0.168577105292 0.343853753923 0.662120792884 0.953205096432 1.87252301862
10 1500 0.075305801949 0.949476721173 0.075305801949 0.949476721173 0.179702090267 0.35014657259 0.562206515272 1.00817680592 1.87419526695
11 1650 0.234596906915 0.963401097075 0.234596906915 0.963401097075 0.159066982912 0.275526697666 0.403218093467 0.94332692784 1.96120682493
12 1800 0.447229320105 0.969225354955 0.447229320105 0.969225354955 0.160001994203 0.268826067181 0.3770785912 0.845955901788 2.01104506557
13 1950 0.723178282315 0.965040528738 0.723178282315 0.965040528738 0.13739166182 0.233440291061 0.361375178118 0.571886137381 2.11399701709
14 2100 0.785721748511 0.970101692496 0.785721748511 0.970101692496 0.127655728214 0.221381949881 0.319285111357 0.482458894398 2.14475744088
15 2250 0.756452275545 0.967470286504 0.756452275545 0.967470286504 0.138317578873 0.230387454644 0.287323505823 0.50871449117 2.14159861729
16 2400 0.780779445282 0.971486047881 0.780779445282 0.971486047881 0.137388522722 0.210947331886 0.323979621876 0.498207608312 2.14089981097
17 2550 0.789049288518 0.973752723371 0.789049288518 0.973752723371 0.130308254898 0.179887079035 0.29789718892 0.508625427681 2.14551108985
18 2700 0.716073202773 0.972921698623 0.716073202773 0.972921698623 0.136657351361 0.175350355788 0.304423998231 0.601282581074 2.12046275799
19 2850 0.780084298784 0.977722252811 0.780084298784 0.977722252811 0.121384650514 0.178384155534 0.315688625635 0.539800304134 2.13597780489
20 3000 0.859100615178 0.983489111608 0.859100615178 0.983489111608 0.103812407952 0.172900192989 0.228272874482 0.434308527231 2.17223297672
21 3150 0.826919666912 0.988409397888 0.826919666912 0.988409397888 0.0953089215807 0.16160792623 0.219060809368 0.476499421964 2.16558531356
22 3300 0.788430313888 0.988798821859 0.788430313888 0.988798821859 0.0988026841391 0.16565582698 0.275258345728 0.538717587681 2.14401781253
23 3450 0.774026252 0.993092740005 0.774026252 0.993092740005 0.0811801690497 0.15331627077 0.245733910635 0.566129011381 2.14219903111
24 3600 0.820559068022 0.992640682364 0.820559068022 0.992640682364 0.0788167022907 0.142609941707 0.225484051204 0.502062513359 2.16114333335
25 3750 0.820878242995 0.992831253735 0.820878242995 0.992831253735 0.0768503079126 0.116356732993 0.207321066073 0.506044971956 2.16367548463
26 3900 0.796449361386 0.994010516471 0.796449361386 0.994010516471 0.0661351946729 0.127640658765 0.216826799236 0.524213476295 2.15812890455
27 4050 0.803093429109 0.995164557314 0.803093429109 0.995164557314 0.0625800260212 0.111789178195 0.189778202612 0.522413848298 2.16209503142
28 4200 0.846994116211 0.995886479529 0.846994116211 0.995886479529 0.0566730970889 0.0971208434736 0.184198659539 0.459085218951 2.17776658928
29 4350 0.850588672114 0.997698923614 0.850588672114 0.997698923614 0.0405326983574 0.0851767545534 0.203413877933 0.462019606249 2.17629563675
30 4500 0.892187154162 0.99798433448 0.892187154162 0.99798433448 0.0387851063894 0.089516584509 0.198803031328 0.386454222943 2.19125831086
31 4650 0.90953313085 0.998342021823 0.90953313085 0.998342021823 0.0363606078372 0.0840775235609 0.166415566915 0.355895788696 2.19937557568
32 4800 0.913364208669 0.998614983209 0.913364208669 0.998614983209 0.0357987619135 0.0784312846565 0.172838698345 0.348973727579 2.20020705936
33 4950 0.910681977124 0.998682093849 0.910681977124 0.998682093849 0.0346231325598 0.0797263976821 0.186545048902 0.358663788994 2.19749998212
34 5100 0.883858075969 0.998668233864 0.883858075969 0.998668233864 0.0337657325502 0.0885246591228 0.192220161999 0.406409089254 2.18835699134
35 5250 0.910054340191 0.998560765469 0.910054340191 0.998560765469 0.0375946126215 0.0887733329297 0.180556168223 0.360275419927 2.19734090036
36 5400 0.896828772507 0.99854990241 0.896828772507 0.99854990241 0.0360447441778 0.0937076334702 0.171918576379 0.381697715293 2.19423574692
37 5550 0.869222793803 0.997870271976 0.869222793803 0.997870271976 0.0410797730702 0.0891411942273 0.183032853602 0.427925486324 2.18489016941
38 5700 0.865618314263 0.997700004796 0.865618314263 0.997700004796 0.0431675042986 0.105435593595 0.177959691635 0.429725902313 2.18418998698
39 5850 0.855916976994 0.997677853151 0.855916976994 0.997677853151 0.0401400109488 0.115354705798 0.186006619624 0.445892874267 2.17983099196
